action_id,action_type,action_name,description,intervention_summary,outcome_summary,intervention_type,action_role,cost_investment_needed,timeline_for_implementation,publisher_id,generation_method,name_i18n_en,name_i18n_es,name_i18n_pt,description_i18n_en,description_i18n_es,description_i18n_pt,intervention_summary_i18n_en,intervention_summary_i18n_es,intervention_summary_i18n_pt,outcome_summary_i18n_en,outcome_summary_i18n_es,outcome_summary_i18n_pt,emissions_impact_relationship,emissions_impact_text,emissions_impact_numeric,emissions_methodology,emissions_sector_number,emissions_subsector_number,emissions_gpc_reference_number,co_benefits
icare_0137,mitigation,Replace Inefficient Lighting with LED Technology in Public Spaces,"This action focuses on replacing outdated and inefficient lighting systems in public spaces with energy-efficient LED technology. The objective is to enhance energy efficiency, reduce operational costs, and lower carbon emissions, contributing to a more sustainable and environmentally-friendly municipal infrastructure.",The city replaces outdated public-space lighting with LED fixtures.,Public-space lighting runs on efficient LED technology.,infrastructure,intervention,medium,<5 years,icare,expert_reviewed,Replace Inefficient Lighting with LED Technology in Public Spaces,Reemplazar la iluminación ineficiente por tecnología LED en espacios públicos,Substituir Iluminação Ineficiente por Tecnologia LED em Espaços Públicos,"This action focuses on replacing outdated and inefficient lighting systems in public spaces with energy-efficient LED technology. The objective is to enhance energy efficiency, reduce operational costs, and lower carbon emissions, contributing to a more sustainable and environmentally-friendly municipal infrastructure.","Esta acción se centra en reemplazar los sistemas de iluminación obsoletos e ineficientes en los espacios públicos por tecnología LED de bajo consumo energético. El objetivo es mejorar la eficiencia energética, reducir los costos operativos y disminuir las emisiones de carbono, contribuyendo a una infraestructura municipal más sostenible y respetuosa con el medio ambiente.","Esta ação foca na substituição de sistemas de iluminação antigos e ineficientes em espaços públicos por tecnologia LED eficiente em termos energéticos. O objetivo é aumentar a eficiência energética, reduzir os custos operacionais e diminuir as emissões de carbono, contribuindo para uma infraestrutura municipal mais sustentável e ambientalmente amigável.",The city replaces outdated public-space lighting with LED fixtures.,La ciudad reemplaza la iluminación obsoleta del espacio público con luminarias LED.,A cidade substitui a iluminação obsoleta dos espaços públicos por luminárias LED.,Public-space lighting runs on efficient LED technology.,La iluminación de los espacios públicos funciona con tecnología LED eficiente.,A iluminação de espaços públicos funciona com tecnologia LED eficiente.,positive,low,2,expert review,I,[2],"[""I.2.1"", ""I.2.2""]","{""housing"": {""impactRelationship"": ""positive"", ""impactText"": ""low"", ""impactNumeric"": 1, ""methodology"": ""expert review""}, ""mobility"": {""impactRelationship"": ""positive"", ""impactText"": ""low"", ""impactNumeric"": 1, ""methodology"": ""expert review""}}"
icare_0139,mitigation,Implement congestion pricing and restrictions on high-polluting vehicles,"The city introduces congestion pricing and related restrictions (such as tolls, charges, or bans) on high-polluting vehicles that cover significant parts of the city. To ensure equity and social acceptance, design measures may include exemptions or discounts for low-income drivers, reinvestment of revenues into public transport and active mobility, and strong communication campaigns. While congestion pricing can deliver major emission reductions, it requires substantial governance capacity and is best suited for larger metropolitan areas.",The city introduces congestion pricing and restrictions on high-polluting vehicles.,Private vehicle use falls in central urban areas.,regulatory,intervention,low,<5 years,icare,expert_reviewed,Implement congestion pricing and restrictions on high-polluting vehicles,Implementar tarifas de congestión y restricciones a los vehículos altamente contaminantes,Implementar cobrança de pedágio urbano e restrições a veículos altamente poluentes,"The city introduces congestion pricing and related restrictions (such as tolls, charges, or bans) on high-polluting vehicles that cover significant parts of the city. To ensure equity and social acceptance, design measures may include exemptions or discounts for low-income drivers, reinvestment of revenues into public transport and active mobility, and strong communication campaigns. While congestion pricing can deliver major emission reductions, it requires substantial governance capacity and is best suited for larger metropolitan areas.","La ciudad introduce un sistema de tarificación por congestión y restricciones relacionadas (como peajes, cargos o prohibiciones) para vehículos altamente contaminantes que cubren partes significativas de la ciudad. Para garantizar la equidad y la aceptación social, las medidas de diseño pueden incluir exenciones o descuentos para conductores de bajos ingresos, reinversión de los ingresos en el transporte público y la movilidad activa, y campañas de comunicación sólidas. Si bien la tarificación por congestión puede lograr reducciones importantes de emisiones, requiere una capacidad de gobernanza sustancial y es más adecuada para áreas metropolitanas grandes.","A cidade introduz a cobrança de pedágio urbano e restrições relacionadas (como taxas, cobranças ou proibições) para veículos altamente poluentes que circulam por áreas significativas da cidade. Para garantir equidade e aceitação social, as medidas de design podem incluir isenções ou descontos para motoristas de baixa renda, reinvestimento das receitas em transporte público e mobilidade ativa, além de fortes campanhas de comunicação. Embora a cobrança de pedágio urbano possa proporcionar grandes reduções de emissões, ela exige uma capacidade substancial de governança e é mais adequada para grandes áreas metropolitanas.",The city introduces congestion pricing and restrictions on high-polluting vehicles.,La ciudad introduce tarifas de congestión y restricciones a los vehículos altamente contaminantes.,A cidade introduz preços de congestionamento e restrições a veículos altamente poluentes.,Private vehicle use falls in central urban areas.,El uso del vehículo privado cae en las zonas urbanas centrales.,O uso de veículos particulares cai nas áreas urbanas centrais.,positive,low,2,expert review,II,[1],"[""II.1.1""]","{""air_quality"": {""impactRelationship"": ""positive"", ""impactText"": ""low"", ""impactNumeric"": 1, ""methodology"": ""expert review""}, ""cost_of_living"": {""impactRelationship"": ""positive"", ""impactText"": ""low"", ""impactNumeric"": 1, ""methodology"": ""expert review""}, ""mobility"": {""impactRelationship"": ""positive"", ""impactText"": ""low"", ""impactNumeric"": 1, ""methodology"": ""expert review""}}"
c40_0010,mitigation,Introduce energy-efficiency standards for new residential buildings,"The city adopts new energy-efficiency standards for residential construction, ensuring all new buildings incorporate design and performance requirements such as improved thermal insulation, natural ventilation, shading devices, efficient lighting (LED), and solar-ready wiring for PV integration. Standards may also establish region-dependent requirements for cooling demand reduction (e.g., reflective roofs, cross-ventilation) and may also include whole life carbon requirements and promote the use of sustainable materials. Smaller cities can integrate these requirements into basic building codes, while larger cities can introduce advanced certifications or municipal green building standards.",The city adopts energy-efficiency requirements in the building code for new residential construction.,New residential buildings meet higher energy-efficiency standards.,regulatory,intervention,low,<5 years,c40,expert_reviewed,Introduce energy-efficiency standards for new residential buildings,Introducir estándares de eficiencia energética para nuevas viviendas residenciales,Introduzir padrões de eficiência energética para novas residências,"The city adopts new energy-efficiency standards for residential construction, ensuring all new buildings incorporate design and performance requirements such as improved thermal insulation, natural ventilation, shading devices, efficient lighting (LED), and solar-ready wiring for PV integration. Standards may also establish region-dependent requirements for cooling demand reduction (e.g., reflective roofs, cross-ventilation) and may also include whole life carbon requirements and promote the use of sustainable materials. Smaller cities can integrate these requirements into basic building codes, while larger cities can introduce advanced certifications or municipal green building standards.","La ciudad adopta nuevos estándares de eficiencia energética para la construcción residencial, asegurando que todos los edificios nuevos incorporen requisitos de diseño y desempeño como mejor aislamiento térmico, ventilación natural, dispositivos de sombreado, iluminación eficiente (LED) y cableado preparado para la integración de paneles solares fotovoltaicos. Los estándares también pueden establecer requisitos dependientes de la región para la reducción de la demanda de refrigeración (por ejemplo, techos reflectantes, ventilación cruzada) y pueden incluir requisitos de carbono durante todo el ciclo de vida, así como promover el uso de materiales sostenibles. Las ciudades más pequeñas pueden integrar estos requisitos en los códigos básicos de construcción, mientras que las ciudades más grandes pueden introducir certificaciones avanzadas o estándares municipales de construcción ecológica.","A cidade adota novos padrões de eficiência energética para a construção residencial, garantindo que todos os novos edifícios incorporem requisitos de projeto e desempenho, como melhor isolamento térmico, ventilação natural, dispositivos de sombreamento, iluminação eficiente (LED) e fiação preparada para integração de painéis solares fotovoltaicos. Os padrões também podem estabelecer requisitos dependentes da região para reduzir a demanda de resfriamento (por exemplo, telhados refletivos, ventilação cruzada) e podem incluir requisitos de carbono ao longo de todo o ciclo de vida, além de promover o uso de materiais sustentáveis. Cidades menores podem integrar esses requisitos aos códigos básicos de construção, enquanto cidades maiores podem introduzir certificações avançadas ou padrões municipais de construção verde.",The city adopts energy-efficiency requirements in the building code for new residential construction.,La ciudad adopta requisitos de eficiencia energética en el código de construcción para nuevas viviendas residenciales.,A cidade adota requisitos de eficiência energética no código de construção para novas residências.,New residential buildings meet higher energy-efficiency standards.,Los nuevos edificios residenciales cumplen estándares más altos de eficiencia energética.,As novas residências atendem a padrões mais altos de eficiência energética.,positive,very low,1,expert review,I,[1],"[""I.1.1"", ""I.1.2""]","{""air_quality"": {""impactRelationship"": ""positive"", ""impactText"": ""low"", ""impactNumeric"": 1, ""methodology"": ""expert review""}, ""housing"": {""impactRelationship"": ""positive"", ""impactText"": ""low"", ""impactNumeric"": 1, ""methodology"": ""expert review""}}"
c40_0012,mitigation,Introduce energy-efficiency standards for new institutional buildings,"The city introduces energy-efficient and resource-efficient standards for schools, hospitals, and other public buildings, setting an example for sustainable construction. Standards should mandate efficient HVAC systems with proper zoning, daylighting strategies to reduce artificial lighting, occupancy sensors, reflective roofs, and integration of photovoltaic (PV) systems where feasibleand. They can also include whole life carbon requirements and promote the use of sustainable materials. Requirements may vary depending on regional climate conditions to address specific cooling or thermal comfort needs.","The city sets energy-efficiency standards for new schools, hospitals, and other public buildings.",New institutional buildings meet higher energy-efficiency standards.,regulatory,intervention,low,<5 years,c40,expert_reviewed,Introduce energy-efficiency standards for new institutional buildings,,,"The city introduces energy-efficient and resource-efficient standards for schools, hospitals, and other public buildings, setting an example for sustainable construction. Standards should mandate efficient HVAC systems with proper zoning, daylighting strategies to reduce artificial lighting, occupancy sensors, reflective roofs, and integration of photovoltaic (PV) systems where feasibleand. They can also include whole life carbon requirements and promote the use of sustainable materials. Requirements may vary depending on regional climate conditions to address specific cooling or thermal comfort needs.",,,"The city sets energy-efficiency standards for new schools, hospitals, and other public buildings.",,,New institutional buildings meet higher energy-efficiency standards.,,,positive,very low,1,expert review,I,[2],"[""I.2.1"", ""I.2.2""]","{""air_quality"": {""impactRelationship"": ""positive"", ""impactText"": ""low"", ""impactNumeric"": 1, ""methodology"": ""expert review""}, ""housing"": {""impactRelationship"": ""positive"", ""impactText"": ""low"", ""impactNumeric"": 1, ""methodology"": ""expert review""}}"
c40_0013,mitigation,Support Implementation of Industrial Building Efficiency Standards.,"Support Implementation of Industrial Building Efficiency Standards set guidelines for environmentally responsible construction, ensuring that new structures adhere to energy-efficient practices, thereby reducing carbon emissions and promoting sustainable urban development. Standards may also include whole life carbon requirements and promote the use of sustainable materials.",The city supports implementation of industrial building efficiency standards.,New industrial buildings meet energy-efficiency and sustainable-materials standards.,regulatory,intervention,low,<5 years,c40,expert_reviewed,Support Implementation of Industrial Building Efficiency Standards.,Apoyar la implementación de normas de eficiencia energética en edificios industriales.,Apoiar a implementação de padrões de eficiência energética em edifícios industriais.,"Support Implementation of Industrial Building Efficiency Standards set guidelines for environmentally responsible construction, ensuring that new structures adhere to energy-efficient practices, thereby reducing carbon emissions and promoting sustainable urban development. Standards may also include whole life carbon requirements and promote the use of sustainable materials.","Apoyar la implementación de normas de eficiencia en edificios industriales establece directrices para una construcción ambientalmente responsable, asegurando que las nuevas estructuras cumplan con prácticas de eficiencia energética, reduciendo así las emisiones de carbono y promoviendo un desarrollo urbano sostenible. Las normas también pueden incluir requisitos de carbono durante todo el ciclo de vida y fomentar el uso de materiales sostenibles.","Apoiar a implementação de padrões de eficiência em edifícios industriais estabelece diretrizes para uma construção ambientalmente responsável, garantindo que novas estruturas adotem práticas de eficiência energética, reduzindo assim as emissões de carbono e promovendo o desenvolvimento urbano sustentável. Os padrões também podem incluir requisitos de carbono de ciclo de vida completo e promover o uso de materiais sustentáveis.",The city supports implementation of industrial building efficiency standards.,La ciudad apoya la implementación de estándares de eficiencia en edificios industriales.,A cidade apoia a implementação de padrões de eficiência em edifícios industriais.,New industrial buildings meet energy-efficiency and sustainable-materials standards.,Los nuevos edificios industriales cumplen estándares de eficiencia energética y uso de materiales sostenibles.,Novos edifícios industriais atendem a padrões de eficiência energética e uso de materiais sustentáveis.,positive,very low,1,expert review,I,[3],"[""I.3.1"", ""I.3.2""]","{""air_quality"": {""impactRelationship"": ""positive"", ""impactText"": ""low"", ""impactNumeric"": 1, ""methodology"": ""expert review""}, ""housing"": {""impactRelationship"": ""positive"", ""impactText"": ""low"", ""impactNumeric"": 1, ""methodology"": ""expert review""}}"
c40_0015,mitigation,Retrofit residential buildings for energy efficiency,"The city supports retrofitting existing residential buildings to improve energy efficiency and reduce emissions. Key interventions include replacing inefficient refrigerators, air conditioners, and lighting with high-efficiency models (e.g., PROCEL Seal appliances), sealing windows and doors to reduce air leakage, and improving indoor comfort through natural ventilation and shading. Municipalities can facilitate access to financing programs, bulk procurement, and technical assistance for households to adopt upgrades. Retrofits should prioritize passive cooling strategies (shading, ventilation) before installing high-efficiency cooling technologies using low-GWP refrigerants.",The city funds and supports residential energy-efficiency retrofits.,Existing residential buildings use less energy.,infrastructure,intervention,low,<5 years,c40,expert_reviewed,Retrofit residential buildings for energy efficiency,Rehabilitar edificios residenciales para mejorar la eficiencia energética,Requalificar edifícios residenciais para eficiência energética,"The city supports retrofitting existing residential buildings to improve energy efficiency and reduce emissions. Key interventions include replacing inefficient refrigerators, air conditioners, and lighting with high-efficiency models (e.g., PROCEL Seal appliances), sealing windows and doors to reduce air leakage, and improving indoor comfort through natural ventilation and shading. Municipalities can facilitate access to financing programs, bulk procurement, and technical assistance for households to adopt upgrades. Retrofits should prioritize passive cooling strategies (shading, ventilation) before installing high-efficiency cooling technologies using low-GWP refrigerants.","La ciudad apoya la modernización de edificios residenciales existentes para mejorar la eficiencia energética y reducir las emisiones. Las intervenciones clave incluyen reemplazar refrigeradores, aires acondicionados y sistemas de iluminación ineficientes por modelos de alta eficiencia (por ejemplo, electrodomésticos con Sello PROCEL), sellar ventanas y puertas para reducir fugas de aire, y mejorar el confort interior mediante ventilación natural y sombreado. Los municipios pueden facilitar el acceso a programas de financiamiento, compras en volumen y asistencia técnica para que los hogares adopten estas mejoras. Las modernizaciones deben priorizar estrategias de enfriamiento pasivo (sombreado, ventilación) antes de instalar tecnologías de enfriamiento de alta eficiencia que utilicen refrigerantes de bajo GWP.","A cidade apoia a requalificação de edifícios residenciais existentes para melhorar a eficiência energética e reduzir emissões. As principais intervenções incluem substituir geladeiras, aparelhos de ar-condicionado e iluminação ineficientes por modelos de alta eficiência (por exemplo, eletrodomésticos com selo PROCEL), vedar janelas e portas para reduzir infiltrações de ar e melhorar o conforto interno por meio de ventilação natural e sombreamento. Os municípios podem facilitar o acesso a programas de financiamento, compras em volume e assistência técnica para que as famílias adotem essas melhorias. As requalificações devem priorizar estratégias de resfriamento passivo (sombreamento, ventilação) antes de instalar tecnologias de resfriamento de alta eficiência com refrigerantes de baixo GWP.",The city funds and supports residential energy-efficiency retrofits.,La ciudad financia y apoya la rehabilitación energética de viviendas residenciales.,A cidade financia e apoia requalificações residenciais de eficiência energética.,Existing residential buildings use less energy.,Los edificios residenciales existentes consumen menos energía.,Edifícios residenciais existentes passam a consumir menos energia.,positive,very low,1,expert review,I,[1],"[""I.1.1"", ""I.1.2""]","{""air_quality"": {""impactRelationship"": ""positive"", ""impactText"": ""low"", ""impactNumeric"": 1, ""methodology"": ""expert review""}, ""housing"": {""impactRelationship"": ""positive"", ""impactText"": ""low"", ""impactNumeric"": 1, ""methodology"": ""expert review""}}"
c40_0016,mitigation,Retrofit commercial and institutional other non-residential buildings for energy efficiency,"The city promotes energy retrofits in commercial and institutional buildings such as offices, shopping centers, universities, and hotels. Measures include upgrading HVAC systems with variable refrigerant flow (VRF) units, replacing fluorescent and halogen lighting with LEDs, implementing building automation and energy management systems, and improving the thermal envelope (insulation, reflective coatings, shading). Region-specific adaptations may also be required to address cooling and comfort needs. Retrofits often deliver short payback periods through lower operating costs and enhanced occupant comfort. Retrofits should prioritize passive cooling strategies (shading, ventilation) before installing high-efficiency cooling technologies using low-GWP refrigerants.",The city promotes energy retrofits in commercial and institutional buildings.,Existing commercial and institutional buildings use less energy.,infrastructure,intervention,low,<5 years,c40,expert_reviewed,Retrofit commercial and institutional other non-residential buildings for energy efficiency,Reacondicionar edificios comerciales e institucionales no residenciales para mejorar la eficiencia energética,Requalificar edifícios comerciais e institucionais não residenciais para eficiência energética,"The city promotes energy retrofits in commercial and institutional buildings such as offices, shopping centers, universities, and hotels. Measures include upgrading HVAC systems with variable refrigerant flow (VRF) units, replacing fluorescent and halogen lighting with LEDs, implementing building automation and energy management systems, and improving the thermal envelope (insulation, reflective coatings, shading). Region-specific adaptations may also be required to address cooling and comfort needs. Retrofits often deliver short payback periods through lower operating costs and enhanced occupant comfort. Retrofits should prioritize passive cooling strategies (shading, ventilation) before installing high-efficiency cooling technologies using low-GWP refrigerants.","La ciudad promueve la modernización energética en edificios comerciales e institucionales como oficinas, centros comerciales, universidades y hoteles. Las medidas incluyen la actualización de los sistemas HVAC con unidades de flujo de refrigerante variable (VRF), el reemplazo de iluminación fluorescente y halógena por LEDs, la implementación de sistemas de automatización y gestión energética de edificios, y la mejora de la envolvente térmica (aislamiento, recubrimientos reflectantes, sombreado). También pueden ser necesarias adaptaciones específicas según la región para abordar las necesidades de enfriamiento y confort. Las modernizaciones suelen ofrecer periodos de recuperación cortos gracias a la reducción de los costos operativos y la mejora del confort de los ocupantes. Las modernizaciones deben priorizar estrategias de enfriamiento pasivo (sombreado, ventilación) antes de instalar tecnologías de enfriamiento de alta eficiencia que utilicen refrigerantes de bajo GWP.","A cidade promove requalificações energéticas em edifícios comerciais e institucionais, como escritórios, centros comerciais, universidades e hotéis. As medidas incluem atualização dos sistemas HVAC com unidades de fluxo de refrigerante variável (VRF), substituição de iluminação fluorescente e halógena por LEDs, implementação de sistemas de automação e gestão energética predial e melhoria da envoltória térmica (isolamento, revestimentos refletivos, sombreamento). Também podem ser necessárias adaptações específicas por região para atender às necessidades de resfriamento e conforto. As requalificações costumam oferecer retorno rápido devido à redução de custos operacionais e melhoria do conforto dos ocupantes. As requalificações devem priorizar estratégias de resfriamento passivo (sombreamento, ventilação) antes de instalar tecnologias de resfriamento de alta eficiência com refrigerantes de baixo GWP.",The city promotes energy retrofits in commercial and institutional buildings.,La ciudad promueve la rehabilitación energética en edificios comerciales e institucionales.,A cidade promove requalificações energéticas em edifícios comerciais e institucionais.,Existing commercial and institutional buildings use less energy.,Los edificios comerciales e institucionales existentes consumen menos energía.,Edifícios comerciais e institucionais existentes passam a consumir menos energia.,positive,very low,1,expert review,I,[2],"[""I.2.1"", ""I.2.2""]","{""air_quality"": {""impactRelationship"": ""positive"", ""impactText"": ""low"", ""impactNumeric"": 1, ""methodology"": ""expert review""}, ""housing"": {""impactRelationship"": ""positive"", ""impactText"": ""low"", ""impactNumeric"": 1, ""methodology"": ""expert review""}}"
c40_0017,mitigation,Retrofit municipal buildings for energy efficiency,"The city leads by example through energy retrofits in municipal buildings, including schools, health centers, and administrative offices. Interventions include replacing outdated air conditioners with high-efficiency models, upgrading lighting to LEDs with smart controls, improving building envelopes with reflective roofs and shading, and installing energy management systems for real-time monitoring. Adaptations should reflect regional climate conditions to ensure cost-effective energy savings. By prioritizing its own facilities, the city demonstrates leadership, reduces operating expenses, and showcases practical solutions that can be replicated by the private sector. Retrofits should prioritize passive cooling strategies (shading, ventilation) before installing high-efficiency cooling technologies using low-GWP refrigerants.",The city retrofits its own municipal buildings for energy efficiency.,Municipal buildings use less energy.,infrastructure,intervention,low,<5 years,c40,expert_reviewed,Retrofit municipal buildings for energy efficiency,Reacondicionar los edificios municipales para mejorar la eficiencia energética,Requalificar edifícios municipais para eficiência energética,"The city leads by example through energy retrofits in municipal buildings, including schools, health centers, and administrative offices. Interventions include replacing outdated air conditioners with high-efficiency models, upgrading lighting to LEDs with smart controls, improving building envelopes with reflective roofs and shading, and installing energy management systems for real-time monitoring. Adaptations should reflect regional climate conditions to ensure cost-effective energy savings. By prioritizing its own facilities, the city demonstrates leadership, reduces operating expenses, and showcases practical solutions that can be replicated by the private sector. Retrofits should prioritize passive cooling strategies (shading, ventilation) before installing high-efficiency cooling technologies using low-GWP refrigerants.","La ciudad lidera con el ejemplo mediante la modernización energética de edificios municipales, incluyendo escuelas, centros de salud y oficinas administrativas. Las intervenciones incluyen reemplazar aires acondicionados obsoletos por modelos de alta eficiencia, actualizar la iluminación a LEDs con controles inteligentes, mejorar la envolvente de los edificios con techos reflectantes y sombreado, e instalar sistemas de gestión energética para monitoreo en tiempo real. Las adaptaciones deben reflejar las condiciones climáticas regionales para asegurar ahorros energéticos rentables. Al priorizar sus propias instalaciones, la ciudad demuestra liderazgo, reduce los gastos operativos y muestra soluciones prácticas que pueden ser replicadas por el sector privado. Las modernizaciones deben priorizar estrategias de enfriamiento pasivo (sombreado, ventilación) antes de instalar tecnologías de enfriamiento de alta eficiencia que utilicen refrigerantes de bajo GWP.","A cidade lidera pelo exemplo por meio de requalificações energéticas em edifícios municipais, incluindo escolas, centros de saúde e escritórios administrativos. As intervenções incluem substituir aparelhos de ar-condicionado obsoletos por modelos de alta eficiência, atualizar a iluminação para LEDs com controles inteligentes, melhorar a envoltória dos edifícios com telhados refletivos e sombreamento e instalar sistemas de gestão de energia para monitoramento em tempo real. As adaptações devem refletir as condições climáticas regionais para garantir economia de energia com bom custo-benefício. Ao priorizar suas próprias instalações, a cidade demonstra liderança, reduz despesas operacionais e mostra soluções práticas que podem ser replicadas pelo setor privado. As requalificações devem priorizar estratégias de resfriamento passivo (sombreamento, ventilação) antes de instalar tecnologias de resfriamento de alta eficiência com refrigerantes de baixo GWP.",The city retrofits its own municipal buildings for energy efficiency.,La ciudad rehabilita sus propios edificios municipales para mejorar su eficiencia energética.,A cidade requalifica seus próprios edifícios municipais para eficiência energética.,Municipal buildings use less energy.,Los edificios municipales consumen menos energía.,Edifícios municipais passam a consumir menos energia.,positive,very low,1,expert review,I,[2],"[""I.2.1"", ""I.2.2""]","{""air_quality"": {""impactRelationship"": ""positive"", ""impactText"": ""low"", ""impactNumeric"": 1, ""methodology"": ""expert review""}, ""housing"": {""impactRelationship"": ""positive"", ""impactText"": ""low"", ""impactNumeric"": 1, ""methodology"": ""expert review""}}"
c40_0018,mitigation,Optimize energy efficiency and sustainability standards for existing industrial infrastructure,"The city will promote the optimization of energy and environmental performance in existing industrial infrastructure, aiming to maximize efficiency, reduce emissions, and lower operational costs. This action focuses on upgrading equipment, improving process efficiency, and retrofitting industrial facilities to meet higher sustainability standards. Municipal roles may include providing incentives for energy audits and retrofits, facilitating partnerships with industry associations and utilities, and adopting regulations or voluntary standards aligned with national efficiency programs. These measures enhance industrial competitiveness, reduce resource intensity, and contribute to the city’s broader decarbonization and circular economy objectives.",The city incentivises energy audits and retrofits in existing industrial infrastructure.,Existing industrial facilities operate at higher energy and environmental performance.,regulatory,intervention,low,<5 years,c40,expert_reviewed,Optimize energy efficiency and sustainability standards for existing industrial infrastructure,Optimizar la eficiencia energética y los estándares de sostenibilidad para la infraestructura industrial existente,Otimizar a eficiência energética e os padrões de sustentabilidade da infraestrutura industrial existente,"The city will promote the optimization of energy and environmental performance in existing industrial infrastructure, aiming to maximize efficiency, reduce emissions, and lower operational costs. This action focuses on upgrading equipment, improving process efficiency, and retrofitting industrial facilities to meet higher sustainability standards. Municipal roles may include providing incentives for energy audits and retrofits, facilitating partnerships with industry associations and utilities, and adopting regulations or voluntary standards aligned with national efficiency programs. These measures enhance industrial competitiveness, reduce resource intensity, and contribute to the city’s broader decarbonization and circular economy objectives.","La ciudad promoverá la optimización del rendimiento energético y ambiental en la infraestructura industrial existente, con el objetivo de maximizar la eficiencia, reducir las emisiones y disminuir los costos operativos. Esta acción se centra en la modernización de equipos, la mejora de la eficiencia de los procesos y la adaptación de las instalaciones industriales para cumplir con estándares de sostenibilidad más altos. Los roles municipales pueden incluir la provisión de incentivos para auditorías energéticas y modernizaciones, la facilitación de alianzas con asociaciones industriales y empresas de servicios públicos, y la adopción de regulaciones o estándares voluntarios alineados con los programas nacionales de eficiencia. Estas medidas mejoran la competitividad industrial, reducen la intensidad en el uso de recursos y contribuyen a los objetivos más amplios de descarbonización y economía circular de la ciudad.","A cidade promoverá a otimização do desempenho energético e ambiental da infraestrutura industrial existente, com o objetivo de maximizar a eficiência, reduzir emissões e diminuir custos operacionais. Esta ação foca na modernização de equipamentos, melhoria da eficiência de processos e retrofit de instalações industriais para atender a padrões mais elevados de sustentabilidade. O papel municipal pode incluir oferecer incentivos para auditorias energéticas e retrofits, facilitar parcerias com associações industriais e concessionárias e adotar regulações ou padrões voluntários alinhados a programas nacionais de eficiência. Essas medidas aumentam a competitividade industrial, reduzem a intensidade de uso de recursos e contribuem para os objetivos mais amplos de descarbonização e economia circular da cidade.",The city incentivises energy audits and retrofits in existing industrial infrastructure.,La ciudad incentiva auditorías energéticas y rehabilitaciones en infraestructura industrial existente.,A cidade incentiva auditorias energéticas e retrofits na infraestrutura industrial existente.,Existing industrial facilities operate at higher energy and environmental performance.,Las instalaciones industriales existentes operan con mayor eficiencia energética y ambiental.,Instalações industriais existentes passam a operar com maior desempenho energético e ambiental.,positive,very low,1,expert review,I,[3],"[""I.3.1"", ""I.3.2""]","{""air_quality"": {""impactRelationship"": ""positive"", ""impactText"": ""low"", ""impactNumeric"": 1, ""methodology"": ""expert review""}, ""housing"": {""impactRelationship"": ""positive"", ""impactText"": ""low"", ""impactNumeric"": 1, ""methodology"": ""expert review""}}"
c40_0023,mitigation,Adopt zero-emission bus fleets for public transport,"Adopt zero-emission bus fleets for public transport mitigation focuses on transitioning public transport fleets to zero-emission buses. According to the HIA, this means that the city or transit operator procures only zero-emission buses (from 2020 onwards). This strategy eliminates tailpipe emissions from traditional buses, improves air quality, and supports a sustainable and resilient urban transport system. Eco-driving training and maintenance programs can be implemented in parallel to maximize efficiency gains and emission reductions during the fleet transition.",,Public transport fleets shift to zero-emission buses.,,outcome,high,<5 years,c40,expert_reviewed,Adopt zero-emission bus fleets for public transport,Adoptar flotas de autobuses de cero emisiones para el transporte público,Adotar frotas de ônibus de emissão zero para o transporte público,"Adopt zero-emission bus fleets for public transport mitigation focuses on transitioning public transport fleets to zero-emission buses. According to the HIA, this means that the city or transit operator procures only zero-emission buses (from 2020 onwards). This strategy eliminates tailpipe emissions from traditional buses, improves air quality, and supports a sustainable and resilient urban transport system. Eco-driving training and maintenance programs can be implemented in parallel to maximize efficiency gains and emission reductions during the fleet transition.","""Adoptar flotas de autobuses de cero emisiones para el transporte público"" se centra en la mitigación mediante la transición de las flotas de transporte público a autobuses de cero emisiones. Según la HIA, esto significa que la ciudad o el operador de transporte adquiere únicamente autobuses de cero emisiones (a partir de 2020). Esta estrategia elimina las emisiones de escape de los autobuses tradicionales, mejora la calidad del aire y apoya un sistema de transporte urbano sostenible y resiliente. Se pueden implementar programas de formación en eco-conducción y mantenimiento en paralelo para maximizar las ganancias de eficiencia y la reducción de emisiones durante la transición de la flota.","A adoção de frotas de ônibus de emissão zero para o transporte público concentra-se na mitigação por meio da transição das frotas de transporte público para ônibus de emissão zero. Segundo a HIA, isso significa que a cidade ou o operador de transporte adquire apenas ônibus de emissão zero (a partir de 2020). Essa estratégia elimina as emissões de escapamento dos ônibus tradicionais, melhora a qualidade do ar e apoia um sistema de transporte urbano sustentável e resiliente. Programas de eco-driving e manutenção podem ser implementados em paralelo para maximizar ganhos de eficiência e redução de emissões durante a transição da frota.",,,,Public transport fleets shift to zero-emission buses.,Las flotas de transporte público migran a autobuses de cero emisiones.,As frotas de transporte público migram para ônibus de emissão zero.,positive,low,2,expert review,II,[1],"[""II.1.1""]","{""air_quality"": {""impactRelationship"": ""positive"", ""impactText"": ""low"", ""impactNumeric"": 1, ""methodology"": ""expert review""}}"
